	compare_ID	compare_content	SAO1	target_ID	target_content	SAO2	Dice	Inclusion	Lcs	Jac	Euclidean	Pearson	Spearman	Lin	Extended_SD	Leacock	Wu	Resnik	Jiang
157	CN2498642Y	、一种风扇与散热片组合的电脑散热装置，其特征在于：它由散热座、风扇及导风盖组合而成，其中所述散热座底板配合中央处理器单元尺度成型的平板，而于平板的一侧缘延设一斜向板体，散热座底板的上端面设有数列散热片，且靠近风扇侧的整列散热片，切割呈弧面状；所述风扇组设于散热座的斜向板体上，且由风扇顶端上方处至散热片的中央位置处设一导风盖。	('CN2498642Y', '^_^(散热片, 组合);^_^(电脑, 散热装置);(盖, 组合);(散热座, 底板, 配合);(底板, 配合, 中央处理器);(尺度, 成型);(于平板, 设, 板体);(散热座, 底板);(上端面, 散热座, 底板);(设有, 散热片);(靠近, 散热片);(呈, 弧面状);(设于, 散热座);(处至, 散热片);(设, 导风盖)')	CN2938722Y	一种散热器结构，至少包括底座、散热鳍片组件、支架以及风扇，其特征在于：所述底座具有第一座面以及第二座面，所述第一座面贴设于处理器上；所述散热鳍片组件由多个散热鳍片组成，所述散热鳍片组件的底部与底座的第二座面相接，而各散热鳍片自底部向上延伸形成散热区域；所述支架具有倾斜面，所述倾斜面远离所述底座；以及风扇，安装在所述支架的倾斜面上。	('CN2938722Y', '^_^(包括, 支架);(底座, 具有, 座面);(座面, 贴设于, 处理器);(散热, 鳍片);(鳍片, 组成);(散热, 鳍片);(形成, 散热区域);(支架, 具有, 倾斜面);(倾斜面, 远离, 底座);(安装在, 倾斜面)')	9.867857143	10.08333333	19	7.233333333	1380.51439	81.93953317	81.87887572	3.65804903	0.1472	3.84657359	3.75	5.530602327	3.936730781
158	CN2528111Y	一种散热装置，固定在主机板上并协助其上的中央处理器散热，包括一散热体、一基座、两弹性扣具，其特征在于：该散热体是由若干散热鳍片组成的，该散热体上至少设有一贯穿每一散热鳍片的通孔，每一通孔可穿设一杆体；该基座相对两侧分别形成两卡扣区；每一弹性扣具具有一连接部，可挂置在该杆体端部，该连接部的两端分别同向延伸并反复弯折形成一弹性体，每一弹性体末端弯折形成一用来钩扣在该基座卡扣区的钩扣部。	('CN2528111Y', '^_^(协助, 散热);^_^(包括, 体扣);(散热体, 是, 组成);(设有, 通孔);(每一通孔, 穿设, 杆体);(基座, 形成, 卡扣区);(弹性, 具有, 连接部);(挂置在, 端部);(形成, 弹性体);(钩扣在, 卡扣区)')	CN2938722Y	一种散热器结构，至少包括底座、散热鳍片组件、支架以及风扇，其特征在于：所述底座具有第一座面以及第二座面，所述第一座面贴设于处理器上；所述散热鳍片组件由多个散热鳍片组成，所述散热鳍片组件的底部与底座的第二座面相接，而各散热鳍片自底部向上延伸形成散热区域；所述支架具有倾斜面，所述倾斜面远离所述底座；以及风扇，安装在所述支架的倾斜面上。	('CN2938722Y', '^_^(包括, 支架);(底座, 具有, 座面);(座面, 贴设于, 处理器);(散热, 鳍片);(鳍片, 组成);(散热, 鳍片);(形成, 散热区域);(支架, 具有, 倾斜面);(倾斜面, 远离, 底座);(安装在, 倾斜面)')	5.019047619	3.833333333	5.5	3.5	885.9022318	59.23758307	59.10843546	2.654528889	0.182	2.84657359	2.75	4.485375816	2.761468147
159	CN2658944Y	一种散热装置，包括：一第一散热体；一第二散热体，位于所述第一散热体上方；及至少两个热管，具有受热部与散热部，所述受热部与所述第一散热体为导热性连接，所述散热部与第二散热体为导热性连接，其特征在于，任何相邻的两个热管的受热部间的距离小于所述相邻两个热管的散热部间的距离。	('CN2658944Y', '^_^(包括, 散热体);(位于, 散热体);(具有, 受热部);(导热性, 连接);(导热性, 连接);(相邻, 间距离);(间距离, 小于, 间距离)')	CN2938722Y	一种散热器结构，至少包括底座、散热鳍片组件、支架以及风扇，其特征在于：所述底座具有第一座面以及第二座面，所述第一座面贴设于处理器上；所述散热鳍片组件由多个散热鳍片组成，所述散热鳍片组件的底部与底座的第二座面相接，而各散热鳍片自底部向上延伸形成散热区域；所述支架具有倾斜面，所述倾斜面远离所述底座；以及风扇，安装在所述支架的倾斜面上。	('CN2938722Y', '^_^(包括, 支架);(底座, 具有, 座面);(座面, 贴设于, 处理器);(散热, 鳍片);(鳍片, 组成);(散热, 鳍片);(形成, 散热区域);(支架, 具有, 倾斜面);(倾斜面, 远离, 底座);(安装在, 倾斜面)')	3.128571429	2	3	1.783333333	641.3803561	34.37394542	34.15478737	1.5	0.117647059	1.5	1.5	1.5	1.5
160	CN2761277Y	、一种自重介质分选机，它包括带有给矿斗与排矿槽的分选箱，位于分选箱下部的跳汰箱，支撑跳汰箱的机架及驱动装置，该机架与地面相接，该驱动装置由电机与偏心连杆传动装置组成，其电机位于机架一侧，偏心连杆传动装置连接于电机与该跳汰箱体外一侧设置的隔膜之间；其特征在于：它还设置有：至少一组磁性线包，绕设于所述分选箱外壁的中部，该磁性线包外设有一层防水罩；至少一层介质板层，嵌设于所述跳汰箱腔内，其四周与其跳汰箱内壁密接；所述介质板层由若干块波形板以正交迭置方式竖向组合而成；一精矿排矿口，其位于所述跳汰箱底部，所述精矿排矿口上设有控制装置；一进水管，其入口处与外设水管相接，出口处连接一三通，其一出口端与一补加水管进口连接，该补加水管出口通入所述跳汰箱内腔；另一出口端与一冲洗水管进口连接，该冲洗水管出口与所述精矿排矿口相接；所述进水管、补加水管及冲洗水管与所述跳汰箱箱体连接处及与所述精矿排矿口相接处均设有控制阀门。	('CN2761277Y', '^_^(地面, 相接);^_^(传动装置, 组成);^_^(电机, 位于, 机架);^_^(该跳汰, 设置, 隔膜);^_^(连接, 隔膜);(有, 线包);(外壁, 分选);(设于, 分选);(分选, 外壁);(中部, 分选, 外壁);(有, 防水罩);(嵌设于, 箱腔);(跳汰箱, 内壁);(板层, 竖向, 组合);(精矿, 排矿);(位于, 跳汰箱);(设有, 控制装置);(外设, 水管);(出口处, 连接, 一三通);(进口, 连接);(补加, 水管);(跳汰箱, 内腔);(进口, 连接);(冲洗, 水管);(进水管, 补加, 水管);(冲洗, 水管);(跳汰, 连接处);(控制, 阀门);(设有, 阀门)')	CN2928248Y	、一种磁定向导流洗矿选矿机，包括给料斗，导流圆筒，集料斗，洗涤桶，洗涤动力源及其驱动装置，给水装置，卸料装置和机架，洗涤桶安装在机架上，给料斗位于洗涤桶的上端与洗涤桶相通，洗涤桶的下端与集料斗连接，该集料斗的下端与卸料管连接，驱动装置的电机安装在机架上，其特征在于，洗涤桶内安装有由棱形孔管叠加而成的料流减速分辨装置，洗涤桶的外壁上设置有可调磁场强度的电磁线圈和永磁体，洗涤桶的下部筒体上装有推力板，该推力板与连杆连接，该连杆与偏心轴连接，该偏心轴与电机连接。	('CN2928248Y', '^_^(磁定向导流, 洗矿, 选矿机);^_^(给, 料斗);^_^(导流, 圆筒);^_^(洗涤, 动力源);^_^(洗涤桶, 安装在, 机架);^_^(位于, 洗涤桶);^_^(上端, 位于, 洗涤桶);^_^(驱动装置, 电机);^_^(电机, 安装在, 机架);(有, 料流);(分辨, 装置);(可调, 电磁线圈);(有, 电磁线圈);(筒体, 有);(连杆, 连接);(偏心轴, 连接);(偏心, 轴与, 电机);(轴与, 电机, 连接)')	13.39404762	12.5	20	11.24166667	2697.668703	161.1621002	160.5777222	5.752696981	0.153191489	6.732867951	6.25	14.67059552	5.314185807
161	EP0806324B1	高智能全自动扫描定位报警灭火器，由机械、探测扫描、电子电路几部分组成，其特征在于：、所述机械部件主体悬挂于主轴上，其接触面有密封装置；横轴与主轴垂直，横穿主体其接触面有密封装置，电机、、壳体、电刷、的触头固定于主体上，齿轮电刷的滑环固定于主轴，齿轮、电刷的滑环、喷头垂直扫描器固定于横轴，密封堵将主体腔密封，水平扫描器、固定于主体上，与主体平行，与横轴垂直，扫描器上设有挡光片、和线圈绕组、组成的斩光器，其挡光片上还设有衔铁；、其电路部分，电源由动触点，常开点，接至的触点，常闭点进入动触点，通过常闭点连通电机，由常开点动触点，常闭点连通电机，由动触点经连通动触点，由与门电路、及、、、、复合管，、、、、组成延时开启电路控制，再由、、、、、、、组成延时关闭电路的，由与门、及、组成的开关电路控制，的常开点为二次放大器、滤波器、比较器的电源开关，信号由点输入，经处理后由点输出、输入点。。xzüzüzääwzzvwwzßäzwzwzßzwwzvx。xzüzßwzöx。xzüzßwzwwwßüx。xzüüzßzääzäx。xzüzßäzwx。xzüzßzwväzwwwäzx。xzüzßäzüzzx。xzüüzßäzzäx。xzüzßäzäövwx。xzüüzßäywwzzwzüzx。xzüzßwzwzzx。xzüzßwΩöüßwßx。xzüüzßßx。xzüüzßßx。xzüzßßwzxx。xzüüzßwx。xzüüzßäwöüwßüzßzwx。xzüzßöwzzwüääwzwözzwwÜvvvzüvx。xzüzßöwzwwzäävzüwvwözwöx。xzüzßwöx。xzüzßwöwx。xzüüzßäzx	('EP0806324B1', '^_^(定位, 灭火器);^_^(扫描, 部分);(主体, 悬挂于, 主轴);(接触面, 有, 密封装置);(主轴, 垂直);(横穿, 接触面);(有, 密封装置);(触头, 固定于, 主体);(滑环, 固定于, 主轴);(电刷, 滑环, 扫描器);(扫描器, 固定于, 横轴);(腔, 密封);(扫描器, 固定于, 主体);(主体, 平行);(横轴, 垂直);(挡光片, 组成, 斩光器);(设有, 斩光器);(其挡光片上, 设有, 衔铁);(进入, 动触点);(点连, 通电机);(常闭, 点连, 通电机);(连通, 动触点);(开启, 电路);(关闭, 电路);(门及, 组成);(电路, 控制);(常开点, 为, 开关);(点, 输入);(输出, 输入点)')	CN1291517A	、单电机切换扫描灭火器由快接头、快速接口、主轴、定子底盘、定子及步进电机组成，其特征在于上部设置有快速接口，其内腔设置有橡胶水封，并设有三凸卡座及三个凹槽，下部设置有定子，定子与底盘连接固定，底盘上方设一步进电机，其轴向下通过底盘，电机齿轮与自由转动在主轴上的°自由齿轮相啮合连接，俯仰扫描器与喷水嘴方向一致设置，其上的°自由齿轮的半圆自由空道、拨线柱自由上下通过在其中，但与下部法兰腔体的上部后端固定连接、腔体上部中心与立设置的主轴下部及水道固定相联通，腔体呈扁状、中心横设一根与主轴、水道相联通的°半开式通径的横轴，还与两喷水嘴定向固定联通；腔体下部设有红外接收管启动器，输出信号与电脑启动端前置放大电路连接，电脑设四个输出口与步进电机联接；腔体前部下方还设一水平扫描器，内设两个红外接收管，上设一只光电二极管，信号管中心对准扫描条孔，另一只偏离扫描条孔，水平光电扫描器信号与电脑水平输入端前置放大电路连接。	('CN1291517A', '^_^(单电机, 切换);^_^(切换, 扫描, 灭火器);^_^(步进电机, 组成)')	1	1	2	1	59.79662845	2.485436514	2.482986575	0.650226495	0.06	0.84657359	0.75	2.430098969	0.547258261
162	EP0852109A1	、一种微电脑报警灭火器，包括固定主轴、旋转主体、纵向扫描电机、旋转电机、横向扫描定向器、喷嘴和外部灭火高压水管道系统、多功能逻辑电路、外部电源，其特征在于：固定主轴下端的主轴水道下侧和一根设在旋转主体内的横向轴套相连接，此横向轴套中间部位设有～个万向进水孔，横向轴套内设有和该轴套同心的和进水孔相通的管道，该管道和设在横向轴套两端的可同步伸缩的管轴式多孔喷嘴、相连接，这两个喷嘴可伸出旋转主体的下部，固定主轴通过主轴中部的主轴水封、主轴下端的悬挂法兰和旋转主体的内体构件相搭接，该内体底端由底封封闭。旋转主体上部四周设置～个火险红外光和烟浓度检测器、，旋转主体的前部设有一个屏蔽的多方位横向双扫描定向器和烟浓度检测器，和设在旋转主体上部内腔一侧的°纵向双扫描电机轴上的齿轮相啮合的有分度圆相等的横向轴套上的齿轮及°纵向双扫描齿轮，齿轮和扫描小轴相连接，扫描小轴上装有°纵向双扫描定向器，设在旋转主体内腔另一测的驱动旋转电机的轴上的伞齿轮和固定主轴上的较大的伞齿轮直角啮合，火险红外光和烟浓度检测器、的输出端通过微电脑的启动器和的输入端相接，微电脑的输出端与双触点继电器的控制接点相接，其静接点与电刷引线相连接，其一个常开接点与另一个双触点继电器的静接点相连接，另一个常开接点与供电电源相连接，多方位横向双扫描定向器和烟浓度检测器的输出端通过电位器与微电脑的三个输入端、、相连接，微电脑的输出端与继电器的控制极相连接，此继电器的常闭接点与旋转电机相接，而其静接点与继电器的常闭接点相连接，其常开接点与纵向扫描电机的控制极相连接，°纵向双扫描定向器的输出端与微电脑的输入端、相接，微电脑的输出端与双触点继电器的控制接点相连接，微电脑的输入端和继电器的控制前端接点相连接，继电器的两个常开接点分别与电刷引线的信号线、相连接，在旋转主体的侧面设置～个温度传感器，其输出端分别和微电脑的启动器、继电器、微电脑输入端相连接。。、根据权利所述的微电脑报警灭火器，其特征在于所述的双伸缩管轴式多孔喷嘴、之间设有联动式套管，可分别从横向轴套内向左右伸出～。。xwvxvvxxwvxxw   zxwvwyvxxx。xwyzxvxxxvvvvxx。xwyzxxxxx。xwyzvx。xwyzyxx。xwyzx。xwyzvx。xwyzxvxxwyyxx	('EP0852109A1', '^_^(微电脑, 报警, 灭火器);^_^(包括, 主轴);^_^(旋转电机, 扫描, 喷嘴);^_^(纵向, 扫描, 喷嘴);(设在, 主体内);(部位, 设有, 进水孔);(轴套, 内设);(轴套, 同心);(进水孔, 相通);(设在, 两端);(喷嘴, 伸出, 主体);(悬挂, 法兰);(构件, 悬挂, 法兰);(底封, 封闭);^_^(微电脑, 报警, 灭火器);(喷嘴, 设有, 套管)')	CN1291517A	、单电机切换扫描灭火器由快接头、快速接口、主轴、定子底盘、定子及步进电机组成，其特征在于上部设置有快速接口，其内腔设置有橡胶水封，并设有三凸卡座及三个凹槽，下部设置有定子，定子与底盘连接固定，底盘上方设一步进电机，其轴向下通过底盘，电机齿轮与自由转动在主轴上的°自由齿轮相啮合连接，俯仰扫描器与喷水嘴方向一致设置，其上的°自由齿轮的半圆自由空道、拨线柱自由上下通过在其中，但与下部法兰腔体的上部后端固定连接、腔体上部中心与立设置的主轴下部及水道固定相联通，腔体呈扁状、中心横设一根与主轴、水道相联通的°半开式通径的横轴，还与两喷水嘴定向固定联通；腔体下部设有红外接收管启动器，输出信号与电脑启动端前置放大电路连接，电脑设四个输出口与步进电机联接；腔体前部下方还设一水平扫描器，内设两个红外接收管，上设一只光电二极管，信号管中心对准扫描条孔，另一只偏离扫描条孔，水平光电扫描器信号与电脑水平输入端前置放大电路连接。	('CN1291517A', '^_^(单电机, 切换);^_^(切换, 扫描, 灭火器);^_^(步进电机, 组成)')	2	2	4	2	198.6793991	7.103622032	7.032521563	1.453417372	0.067368421	2.039720771	1.75	6.825473082	1.278090164
163	CN87217064U	、一种适合于在家庭、宾馆和饭店的燃气灶具上使用的液化气安全减压阀，它包括由壳体，减压胶垫，压盘，减压杠杆，弹簧，调压螺塞及螺盖等组成的减压机构，本实用新型的特征在于：、与液化气钢瓶相连接端的进气道内设置有一安全腔，安全腔内装有阀座，球阀，限位装置，由控制杆、控制座、复位弹簧以及弹簧帽组成的控制装置装在安全腔的侧孔上；、在安全腔之后的进气道的一侧开有一通孔，在该通孔的外端安装有气压表；、减压机构的上部为定时控制机构，定时控制机构由定时器和主要由压板、控制阀杆、弹簧、压板和胶垫组成的开关装置组成。	('CN87217064U', '^_^(使用, 减压阀);^_^(适合于, 减压阀);^_^(减压, 胶垫);^_^(减压, 杠杆);^_^(调压, 螺塞);^_^(减压, 机构);^_^(特征, 在于);^_^(相连, 接端);^_^(进气道, 相连, 接端);^_^(接端, 进气道);^_^(相连, 进气道);^_^(进气道, 置);^_^(内装, 有, 阀座);^_^(限位, 装置);^_^(弹簧, 组成, 控制装置);^_^(控制, 控制装置);^_^(复位, 弹簧);^_^(装在, 侧孔);(安全腔, 有, 通孔);(有, 气压表);(减压, 机构);(定时控制, 机构);(控制, 压板)')	CN2053702U	、一种瓦斯定时自动闭关防爆装置控制器，包括一个壳体，该壳体具有一个可接至高压煤气的煤气入口端和一个可接至低压煤气管路设备的煤气出口端，该壳体内部又分为上腔室和下腔室，即压力转换室，其中，上腔室与煤气流通路径完全隔绝，并在上腔室内设有一定时装置，下腔室内设有一减压用的压力调整器，其特征是在上腔室与下腔室之间还设置有一个阀室，该阀室与煤气出口端相连通，在煤气出口端和下腔室之间设置有第一顺向关闭安全阀，构成一种煤气管路异常流量的顺向关闭安全阀装置。	('CN2053702U', '^_^(闭关, 防爆装置控制器);^_^(包括, 壳体);^_^(壳体, 具有, 一个接);^_^(一个, 接至, 入口端);^_^(接至, 设备);^_^(上, 腔室);^_^(即, 转换室);^_^(上, 腔室);^_^(腔室, 有, 一定时装置);^_^(减压, 压力);^_^(有, 压力);(有, 阀室);(煤气, 出口);(关闭, 安全阀);(有, 安全阀);(构成, 异常流量);(异常流量, 关闭, 安全阀装置)')	9.321320346	10.5	16	7.371428571	2128.074445	184.0760699	183.9564247	5.01212493	0.132	5	5	5.155780206	5.603682407
164	CN2048545U	、一种多功能安全煤气阀，由壳体、底座，减压机构、进气通道、出气通道组成，其特征在于在进气通道上装有接通开关，在壳体上装有定时器。	('CN2048545U', '^_^(减压, 机构, 进气通道);^_^(进气通道, 出气, 通道);^_^(出气, 通道, 组成);(接通, 开关);(有, 开关);(有, 定时器)')	CN2053702U	、一种瓦斯定时自动闭关防爆装置控制器，包括一个壳体，该壳体具有一个可接至高压煤气的煤气入口端和一个可接至低压煤气管路设备的煤气出口端，该壳体内部又分为上腔室和下腔室，即压力转换室，其中，上腔室与煤气流通路径完全隔绝，并在上腔室内设有一定时装置，下腔室内设有一减压用的压力调整器，其特征是在上腔室与下腔室之间还设置有一个阀室，该阀室与煤气出口端相连通，在煤气出口端和下腔室之间设置有第一顺向关闭安全阀，构成一种煤气管路异常流量的顺向关闭安全阀装置。	('CN2053702U', '^_^(闭关, 防爆装置控制器);^_^(包括, 壳体);^_^(壳体, 具有, 一个接);^_^(一个, 接至, 入口端);^_^(接至, 设备);^_^(上, 腔室);^_^(即, 转换室);^_^(上, 腔室);^_^(腔室, 有, 一定时装置);^_^(减压, 压力);^_^(有, 压力);(有, 阀室);(煤气, 出口);(关闭, 安全阀);(有, 安全阀);(构成, 异常流量);(异常流量, 关闭, 安全阀装置)')	2	2	2	2	571.6197822	40.23434951	40.22140629	2.003520141	0.11826087	2	2	2.045226511	2.175262634
165	CN2202006Y	一种锯弓，包括弓架，其特征在于弓架后部设置一个由扳手、弓形摇臂及拨杆组成的锯条松紧机构，扳手一端通过轴连在弓架上部，拨杆通过轴连在弓架下部，拨杆短臂端卡在锯条连杆端部，拨杆长臂端通过轴连在弓形摇臂一端，弓形摇臂另一端通过轴连在扳手上。	('CN2202006Y', '^_^(包括, 弓架);(设置, 机构);(拨杆, 短臂);(长臂端, 摇臂, 一端);(弓形, 摇臂在, 扳手)')	CN2600206Y	、一种快装锯架，包括弓形锯架、设置在弓形锯架前臂上的拉销、设置在弓形锯架后臂上的调紧拉销，在拉销与调紧拉销之间设置锯条，在调紧拉销的另一端设有蝶形螺母，其特征在于：所述的弓形锯架上设有上支点，在弓形锯架后臂上设有下支点，压紧手柄铰接在上支点上，张紧杆铰接在下支点上，连杆一端连接在压紧手柄上，另一端连接在张紧杆的一端，张紧杆的另一端与调紧拉销配合。	('CN2600206Y', '^_^(包括, 锯架);^_^(锯架, 设置在, 前臂);^_^(锯架, 设置, 拉销);^_^(拉销, 设置在);^_^(设置, 锯条);^_^(拉销, 另一端);^_^(另一端, 设有, 蝶形螺母);(上, 支点);(设有, 支点);(下, 支点);(设有, 支点);(压紧手柄, 铰接在, 支点);(张紧杆, 铰接在, 支点);(连杆, 连接在, 压紧手柄);(连接在, 张紧杆)')	2.083333333	1	1.5	0.766666667	406.6725	32.3978692	32.25320633	0.5	0.126	0.5	0.5	0.5	0.5
166	CN2075998U	、一种钢锯架，特别是用于锯割较大尺寸工件的钢锯架，由手柄、固定架体、活动架体、定位钉、槽形盒、方形套、方形轴、方形螺栓、蝶形螺母等组成，其特征是：固定架体和活动架体短边内侧边缘有对称、等距的定位槽和限位块，槽形盒的槽口相对套装在固定架体和活动架体短边的外部。	('CN2075998U', '^_^(锯割, 钢锯);^_^(用于, 钢锯);^_^(架体, 活动, 架体);^_^(架体, 定位钉, 槽形);^_^(方形, 套, 方形);(架体, 有, 对称等距定位槽);(活动, 架体)')	CN2600206Y	、一种快装锯架，包括弓形锯架、设置在弓形锯架前臂上的拉销、设置在弓形锯架后臂上的调紧拉销，在拉销与调紧拉销之间设置锯条，在调紧拉销的另一端设有蝶形螺母，其特征在于：所述的弓形锯架上设有上支点，在弓形锯架后臂上设有下支点，压紧手柄铰接在上支点上，张紧杆铰接在下支点上，连杆一端连接在压紧手柄上，另一端连接在张紧杆的一端，张紧杆的另一端与调紧拉销配合。	('CN2600206Y', '^_^(包括, 锯架);^_^(锯架, 设置在, 前臂);^_^(锯架, 设置, 拉销);^_^(拉销, 设置在);^_^(设置, 锯条);^_^(拉销, 另一端);^_^(另一端, 设有, 蝶形螺母);(上, 支点);(设有, 支点);(下, 支点);(设有, 支点);(压紧手柄, 铰接在, 支点);(张紧杆, 铰接在, 支点);(连杆, 连接在, 压紧手柄);(连接在, 张紧杆)')	3.583333333	3.75	6.5	2.7	593.7544524	42.87355326	42.75401935	1	0.070909091	1	1	1	1
167	CN2061496U	、一种手锯弓，由手柄、架导、活动前架、后架构成，其特征在于：在活动前架、后架上设有活动锯脚，在前后活动锯脚下端分别具有自锁性能并随意旋转的安装锯条的结构。	('CN2061496U', '^_^(手, 锯弓);^_^(手柄, 架导);^_^(架导, 活动, 前架);^_^(后架, 构成);(设有, 活动);(具有, 性能);(安装, 结构)')	CN2600206Y	、一种快装锯架，包括弓形锯架、设置在弓形锯架前臂上的拉销、设置在弓形锯架后臂上的调紧拉销，在拉销与调紧拉销之间设置锯条，在调紧拉销的另一端设有蝶形螺母，其特征在于：所述的弓形锯架上设有上支点，在弓形锯架后臂上设有下支点，压紧手柄铰接在上支点上，张紧杆铰接在下支点上，连杆一端连接在压紧手柄上，另一端连接在张紧杆的一端，张紧杆的另一端与调紧拉销配合。	('CN2600206Y', '^_^(包括, 锯架);^_^(锯架, 设置在, 前臂);^_^(锯架, 设置, 拉销);^_^(拉销, 设置在);^_^(设置, 锯条);^_^(拉销, 另一端);^_^(另一端, 设有, 蝶形螺母);(上, 支点);(设有, 支点);(下, 支点);(设有, 支点);(压紧手柄, 铰接在, 支点);(张紧杆, 铰接在, 支点);(连杆, 连接在, 压紧手柄);(连接在, 张紧杆)')	3.25	2.75	4.5	2.166666667	514.5845211	37.52831143	37.39924173	1	0.076363636	1	1	1	1
168	CN2279233Y	新型手用钢锯弓，包含弓架体、手柄、装在弓架体一端的方形导管、固定夹头，装在弓架体另一端的活动夹头，其特征在于：弓架体的后部装有松紧机构，松紧机构包含连杆，连杆的上端通过轴连接在弓架体上部，连杆的下端通过轴与有限位挡块的弯形止动手柄连接，弯形止动手柄的前端通过轴与连杆式方形导管的一端连接，连杆式方形导管通过轴与弓架体下部连接，连杆式方形导管上的止动铆钉抵住弓架体的下端。	('CN2279233Y', '^_^(手柄, 装在, 导管);^_^(固定, 夹头);^_^(装, 活动夹头);^_^(装在, 架体);(装有, 机构);(机构, 包含, 连杆);(轴连接在, 架体);(限位, 手柄);(连杆, 有, 手柄);(限位, 挡块);(弯形, 限位, 挡块);(弯形, 止动, 手柄);(铆钉, 抵, 架体)')	CN2600206Y	、一种快装锯架，包括弓形锯架、设置在弓形锯架前臂上的拉销、设置在弓形锯架后臂上的调紧拉销，在拉销与调紧拉销之间设置锯条，在调紧拉销的另一端设有蝶形螺母，其特征在于：所述的弓形锯架上设有上支点，在弓形锯架后臂上设有下支点，压紧手柄铰接在上支点上，张紧杆铰接在下支点上，连杆一端连接在压紧手柄上，另一端连接在张紧杆的一端，张紧杆的另一端与调紧拉销配合。	('CN2600206Y', '^_^(包括, 锯架);^_^(锯架, 设置在, 前臂);^_^(锯架, 设置, 拉销);^_^(拉销, 设置在);^_^(设置, 锯条);^_^(拉销, 另一端);^_^(另一端, 设有, 蝶形螺母);(上, 支点);(设有, 支点);(下, 支点);(设有, 支点);(压紧手柄, 铰接在, 支点);(张紧杆, 铰接在, 支点);(连杆, 连接在, 压紧手柄);(连接在, 张紧杆)')	5.621428571	4.75	7.5	3.666666667	1141.802944	74.57129785	74.06845796	2.151008748	0.142857143	2.34657359	2.25	3.940149305	2.086205513
169	CN2451912Y	、一种炉排用送风装置，主要包括炉排架和炉排架上的炉排，在炉排的下面有向炉排送风的风室，风室壁板的一侧或两侧有间隔室，有送风管等组成，其特征是炉排送风构件上的开口通风面积，由送风管一侧开始逐渐变小，具体特征有以下三点：一、一种炉排用送风装置，主要包括有炉排架和炉排架上的炉排，在炉排下面有向炉排送风的风室及送风管，其特征是风室内至少有一个斜置的隔板构成的风室，送风管与风室接通，该风室对炉排的开口通风面积，由送风管一侧开始由大逐渐变小；二、一种炉排用送风装置，主要包括有炉排架和炉排架上的炉排，在炉排下面有风室，该风室对炉排的送风的面积是相同的，在风室的一侧或两侧有封闭的间隔室，间隔室与送风管接通，其特征是在风室与间隔室之间的壁板上，至少有一个开口，该开口的开口通风面积，由送风管一侧开始由大逐渐变小；三、一种炉排用送风装置，主要包括有炉排架和炉排架上的炉排，在炉排的下面有风室，该风室对炉排的送风面积是相同的，在风室的一侧或两侧有封闭的间隔室，间隔室与风室之间的壁板上至少有一个面积相同的开口，间隔室与送风管接通，其特征是间隔室的通风面积，从送风管一侧开始由大逐渐变小。以上三点因炉排宽度可以合并实施，也可以独立实施；	('CN2451912Y', '^_^(炉排, 用, 送风装置);^_^(包括, 炉排);^_^(送风, 风室);^_^(有, 风室);^_^(壁板, 有, 间隔室);^_^(有, 送风管)')	CN200986207Y	、一种工业链条炉排锅炉等压送风装置，其特征在于：它包括风道、配风板、侧出风口、等压风室和中间隔离板，风道内设有配风板，风道的侧面设有侧出风口，侧出风口连接等压风室，在等压风室之间设置有中间隔离板。	('CN200986207Y', '^_^(锅炉, 等压);(包括, 出风口);(等压, 风室);(风道, 有);(设有, 侧出风口);(等压, 风室);(侧出风口, 连接, 风室);(有, 隔离板)')	0	0	0	0	58.68692847	4.042197667	4.008374709	0	0.242857143	0	0	0	0
170	CN2494445Y	、一种组合式隔间装置的连接定位机构，其特征在于，包括数片隔板、至少一连接件；所述数片隔板的垂直接合面上设有插槽；所述连接件具有一连片，连片两侧分别延伸有嵌合片，该嵌合片与插槽相互嵌合，以使上、下同时与连接件嵌接的隔板相对固定。	('CN2494445Y', '^_^(连接, 机构);(包括, 隔板);(设有, 插槽);(连接件, 具有, 一连片);(嵌, 合片);(有, 合片);(使, 固定)')	CN201039847Y	一种家具拆装扣，包括一基体，若干柱体和若干通孔，其特征在于：所述柱体设置在基体上端；所述通孔设置在基体上端；所述基体横截面可以为槽状；所述柱体可以是圆柱状。	('CN201039847Y', '^_^(家具, 拆装);^_^(包括, 基体);(柱体, 设置在, 基体);(通孔, 设置在, 基体);(横截面, 为, 槽状);(柱体, 是, 圆柱状)')	0.65	0.25	0.5	0.166666667	288.7589011	18.78522857	18.57778744	0.002346761	0.104615385	0	0	0.030151008	0.116841756
