星载通信系统	星载v##h##f天线装置	propertyOf	星载v##h##f天线装置，本发明涉及星载通信系统所使用的星载v##h##f天线装置
低压	高效电源系统	ofProperty	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
微纳卫星	电源系统	ofRestrict	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
纳卫星电磁	重构设备	similar	纳卫星电磁对接重构设备的设计方法，本发明涉及纳卫星领域，特别涉及纳卫星电磁对接重构设备的设计方法
重构设备	纳卫星电磁	todo	纳卫星电磁对接重构设备的设计方法，本发明涉及纳卫星领域，特别涉及纳卫星电磁对接重构设备的设计方法
微纳卫星	低压	propertyOf	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
微纳卫星	高效电源系统	ofRestrict	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
低压	高效电源系统	ofProperty	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
微纳卫星	电源系统	ofRestrict	一种微纳卫星低压高效电源系统，本发明涉及一种微纳卫星低压高效电源系统，可应用于微纳卫星电源系统
三单元	立方体	relevant	一种三单元立方体微纳卫星结构，本发明涉及航天应用领域的卫星结构，特别涉及一种三单元立方体微纳卫星结
三单元	微纳卫星	ofProperty	一种三单元立方体微纳卫星结构，本发明涉及航天应用领域的卫星结构，特别涉及一种三单元立方体微纳卫星结
立方体	微纳卫星	ofProperty	一种三单元立方体微纳卫星结构，本发明涉及航天应用领域的卫星结构，特别涉及一种三单元立方体微纳卫星结
模块化	可重构	functionOf	一种模块化可重构的微纳卫星结构，本发明涉及航天卫星领域，尤其涉及一种模块化可重构的微纳卫星结构
模块化	微纳卫星结构	propertyOf	一种模块化可重构的微纳卫星结构，本发明涉及航天卫星领域，尤其涉及一种模块化可重构的微纳卫星结构
发明	航天技术	functionOf	具有自主运行管理功能的卫星架构，本发明涉及航天技术领域，尤其涉及一种具有自主运行管理功能的卫星架构
运行	管理	relevant	具有自主运行管理功能的卫星架构，本发明涉及航天技术领域，尤其涉及一种具有自主运行管理功能的卫星架构
微小卫星	可靠性	propertyOf	微小卫星单机可靠性试验方法，本发明涉及航天器技术领域，具体地，涉及一种微小卫星单机可靠性试验方法
可靠性	试验	functionOf	微小卫星单机可靠性试验方法，本发明涉及航天器技术领域，具体地，涉及一种微小卫星单机可靠性试验方法
微小卫星星群	分布式	propertyOf	微小卫星星群分布式管理系统，本发明涉及航天飞行器总体系统，特别是涉及一种微小卫星星群分布式管理系
分布式	管理	functionOf	微小卫星星群分布式管理系统，本发明涉及航天飞行器总体系统，特别是涉及一种微小卫星星群分布式管理系
微纳星群	电子系统	ofRestrict	空间操控微纳星群电子系统，本发明涉及一种微纳星群电子系统，特别是涉及一种微卫星与纳卫星群的电子系
微卫星	纳卫星群	similar	空间操控微纳星群电子系统，本发明涉及一种微纳星群电子系统，特别是涉及一种微卫星与纳卫星群的电子系
微卫星	电子系	similar	空间操控微纳星群电子系统，本发明涉及一种微纳星群电子系统，特别是涉及一种微卫星与纳卫星群的电子系
纳卫星群	电子系	similar	空间操控微纳星群电子系统，本发明涉及一种微纳星群电子系统，特别是涉及一种微卫星与纳卫星群的电子系
微小卫星	快速	propertyOf	一种用于微小卫星的快速测试集成控制器，本实用新型涉及卫星测试技术领域，尤其涉及一种应用于微小卫星测试的快速测
测试	快速	functionOf	一种用于微小卫星的快速测试集成控制器，本实用新型涉及卫星测试技术领域，尤其涉及一种应用于微小卫星测试的快速测
微小卫星	高速数据	similar	用于微小卫星的高速数据管理和传输的系统及方法，本发明涉及卫星数据管理领域，特别是涉及一种用于微小卫星的高速数据管理和
微小卫星	一体化	propertyOf	用于微小卫星的一体化通信装置及方法，本发明涉及卫星通信领域，特别是涉及一种用于微小卫星的一体化通信装置及方
微小卫星	通信装置	ofRestrict	用于微小卫星的一体化通信装置及方法，本发明涉及卫星通信领域，特别是涉及一种用于微小卫星的一体化通信装置及方
一体化	通信装置	ofProperty	用于微小卫星的一体化通信装置及方法，本发明涉及卫星通信领域，特别是涉及一种用于微小卫星的一体化通信装置及方
微纳卫星	多星	similar	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
微纳卫星	在轨	propertyOf	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
微纳卫星	装置	ofRestrict	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
多星	在轨	propertyOf	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
多星	装置	ofRestrict	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
在轨	释放	functionOf	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
在轨	装置	ofProperty	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
装置	微纳卫星	todo	一种用于微纳卫星多星在轨释放的装置，本发明设计卫星释放装置，具体设计一种用于微纳卫星多星在轨释放的装置
航天	航空中	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航天	卫星	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航天	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航空中	卫星	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航空中	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
卫星	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
太阳系行星	环境	similar	兼顾空间大尺度与小尺度探测的卫星星座系统，本发明涉及太阳系行星空间环境探测领域，尤其涉及一种兼顾空间大尺度与小尺
大尺度	小尺	relevant	兼顾空间大尺度与小尺度探测的卫星星座系统，本发明涉及太阳系行星空间环境探测领域，尤其涉及一种兼顾空间大尺度与小尺
立方体卫星	能源	propertyOf	体装式电池阵的立方体卫星能源估算方法，本发明涉及立方体卫星的能源预算，具体地，涉及一种体装式电池阵的立方体卫
体装式	电池阵	ofProperty	体装式电池阵的立方体卫星能源估算方法，本发明涉及立方体卫星的能源预算，具体地，涉及一种体装式电池阵的立方体卫
体装式	立方体	relevant	体装式电池阵的立方体卫星能源估算方法，本发明涉及立方体卫星的能源预算，具体地，涉及一种体装式电池阵的立方体卫
电池阵	立方体	ofProperty	体装式电池阵的立方体卫星能源估算方法，本发明涉及立方体卫星的能源预算，具体地，涉及一种体装式电池阵的立方体卫
微小卫星系统	天地一体化	propertyOf	基于微小卫星系统的天地一体化及时响应信息获取方法，本发明涉及基于微小卫星系统的天地一体化及时响应信息获取方法，属于航天技
天地一体化	响应信息	functionOf	基于微小卫星系统的天地一体化及时响应信息获取方法，本发明涉及基于微小卫星系统的天地一体化及时响应信息获取方法，属于航天技
天地一体化	获取	functionOf	基于微小卫星系统的天地一体化及时响应信息获取方法，本发明涉及基于微小卫星系统的天地一体化及时响应信息获取方法，属于航天技
响应信息	获取	relevant	基于微小卫星系统的天地一体化及时响应信息获取方法，本发明涉及基于微小卫星系统的天地一体化及时响应信息获取方法，属于航天技
航天器	结构	propertyOf	高收纳比在轨半自主展收的空间可卷金属面天线及方法，本发明涉及航天器结构技术领域，特别是涉及一种高收纳比在轨半自主展收的空
高收纳比	展收	functionOf	高收纳比在轨半自主展收的空间可卷金属面天线及方法，本发明涉及航天器结构技术领域，特别是涉及一种高收纳比在轨半自主展收的空
立方星	套件	subClassOf	立方星套件，本实用新型涉及教学器材领域，尤其涉及一种立方星套件
套件	立方星套件	classOf	立方星套件，本实用新型涉及教学器材领域，尤其涉及一种立方星套件
实用	新型	relevant	立方星套件，本实用新型涉及教学器材领域，尤其涉及一种立方星套件
实用	教学器材	propertyOf	立方星套件，本实用新型涉及教学器材领域，尤其涉及一种立方星套件
新型	教学器材	propertyOf	立方星套件，本实用新型涉及教学器材领域，尤其涉及一种立方星套件
航天	航空中	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航天	卫星	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航天	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航空中	卫星	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
航空中	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
卫星	出入境	similar	一种卫星测控出入境判定方法及装置，本发明涉及航天、航空中卫星出入境判定技术领域，尤其涉及一种基于天基的快
卫星	数据	similar	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
供配电	传输	relevant	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
数据	卫星	todo	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
主航天器	纳卫	similar	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
航天技术	教学技	relevant	立方星框架、立方星以及立方星模型，本实用新型涉及航天技术领域以及教学技术领域，具体涉及一种立方星框架、使
航空航天	电子科学技	propertyOf	基于fpga的嵌入式立方星星务计算机及其重构方法，本发明涉及航空航天以及电子科学技术领域，具体的说，是一种基于fpga的嵌入
fpga	嵌入	propertyOf	基于fpga的嵌入式立方星星务计算机及其重构方法，本发明涉及航空航天以及电子科学技术领域，具体的说，是一种基于fpga的嵌入
航天	教学	relevant	卫星测控教学演示装置，本实用新型涉及航天及教学技术领域，尤其涉及一种卫星测控教学演示装置
测控	教学	relevant	卫星测控教学演示装置，本实用新型涉及航天及教学技术领域，尤其涉及一种卫星测控教学演示装置
卫星	太阳翼	similar	一种卫星的太阳翼控制方法、系统及卫星，本发明涉及一种航天技术领域，特别是涉及一种卫星的太阳翼控制方法、系统及
航空航天	电子科学技	propertyOf	基于fpga的嵌入式立方星星务计算机及其重构方法，本发明涉及航空航天以及电子科学技术领域，具体的说，是一种基于fpga的嵌入
fpga	嵌入	propertyOf	基于fpga的嵌入式立方星星务计算机及其重构方法，本发明涉及航空航天以及电子科学技术领域，具体的说，是一种基于fpga的嵌入
卫星	数据	similar	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
供配电	传输	relevant	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
数据	卫星	todo	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
主航天器	纳卫	similar	非接触式纳卫星搭载供电与单向信息传输系统和方法，本发明涉及卫星供配电和数据传输技术领域，尤其涉及一种主航天器向搭载纳卫
微小卫星	零动量	propertyOf	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
微小卫星	太阳能	similar	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
微小卫星	装置	ofRestrict	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
零动量	太阳能	propertyOf	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
零动量	捕获	functionOf	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
零动量	装置	ofProperty	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
太阳能	装置	ofRestrict	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
装置	微小卫星	todo	一种微小卫星零动量实现太阳能捕获的装置及方法，本发明涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的装置
微小卫星	零动量	propertyOf	一种微小卫星零动量实现太阳能捕获的装置，本实用新型涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的
微小卫星	太阳能	similar	一种微小卫星零动量实现太阳能捕获的装置，本实用新型涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的
零动量	太阳能	propertyOf	一种微小卫星零动量实现太阳能捕获的装置，本实用新型涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的
零动量	捕获	functionOf	一种微小卫星零动量实现太阳能捕获的装置，本实用新型涉及卫星技术领域，具体涉及一种微小卫星零动量实现太阳能捕获的
纳卫星	供电系统	classOf	基于光电感应的非接触式纳卫星搭载供电系统和方法，本发明涉及卫星供配电技术领域，尤其涉及一种主航天器向搭载纳卫星进行非接
主航天器	纳卫星	similar	基于光电感应的非接触式纳卫星搭载供电系统和方法，本发明涉及卫星供配电技术领域，尤其涉及一种主航天器向搭载纳卫星进行非接
主航天器	非接	propertyOf	基于光电感应的非接触式纳卫星搭载供电系统和方法，本发明涉及卫星供配电技术领域，尤其涉及一种主航天器向搭载纳卫星进行非接
纳卫星	非接	propertyOf	基于光电感应的非接触式纳卫星搭载供电系统和方法，本发明涉及卫星供配电技术领域，尤其涉及一种主航天器向搭载纳卫星进行非接
小卫星	姿态	propertyOf	一种用于微纳卫星控制模块开发测试的星务模拟器及方法，本发明属于小卫星姿态与轨道控制技术领域，具体涉及一种用于微纳卫星控制模
小卫星	轨道	similar	一种用于微纳卫星控制模块开发测试的星务模拟器及方法，本发明属于小卫星姿态与轨道控制技术领域，具体涉及一种用于微纳卫星控制模
姿态	轨道	propertyOf	一种用于微纳卫星控制模块开发测试的星务模拟器及方法，本发明属于小卫星姿态与轨道控制技术领域，具体涉及一种用于微纳卫星控制模
姿态	控制	functionOf	一种用于微纳卫星控制模块开发测试的星务模拟器及方法，本发明属于小卫星姿态与轨道控制技术领域，具体涉及一种用于微纳卫星控制模
微小卫星	通信系统	ofRestrict	实现微小卫星数据发送功能冗余的系统及方法，本发明涉及一种微小卫星通信系统，特别涉及一种实现微小卫星数据发送功能冗
微小卫星	微推进器	ofRestrict	一种微小卫星的微推进器芯片，本发明涉及一种微小卫星的微推进器，特别涉及一种微小卫星的微推进器芯片
微小卫星	芯片	ofRestrict	一种微小卫星的微推进器芯片，本发明涉及一种微小卫星的微推进器，特别涉及一种微小卫星的微推进器芯片
微推进器	芯片	similar	一种微小卫星的微推进器芯片，本发明涉及一种微小卫星的微推进器，特别涉及一种微小卫星的微推进器芯片
微小卫星	正样	propertyOf	一种微小卫星的正样星热试验方法及系统，本发明涉及微小卫星的技术领域，特别是涉及一种微小卫星的正样星热试验方法
微小卫星	星热	similar	一种微小卫星的正样星热试验方法及系统，本发明涉及微小卫星的技术领域，特别是涉及一种微小卫星的正样星热试验方法
正样	星热	propertyOf	一种微小卫星的正样星热试验方法及系统，本发明涉及微小卫星的技术领域，特别是涉及一种微小卫星的正样星热试验方法
正样	试验	functionOf	一种微小卫星的正样星热试验方法及系统，本发明涉及微小卫星的技术领域，特别是涉及一种微小卫星的正样星热试验方法
微小卫星	开关磁矩时间序列	similar	一种微小卫星用开关磁矩时间序列控制方法，本发明涉及卫星技术领域，尤其涉及一种微小卫星用开关磁矩时间序列控制方
控制技	研究	relevant	微小卫星的姿态控制方法及系统，本发明隶属于航天器控制技术研究领域
微小卫星	载荷数据	similar	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
遥测	提速	relevant	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
遥测	融合	relevant	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
提速	融合	relevant	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
载荷数据	微小卫星	todo	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
载荷数据	微小卫星	todo	一种卫星遥测提速及与载荷数据融合的方法及系统，本发明涉及卫星的技术领域，特别是涉及一种微小卫星遥测提速与载荷数据融合
1##kg	微纳卫星	propertyOf	一种用于微纳卫星减振的星箭适配装置，本发明涉及一种带减振的星箭适配装置，特别是一种用于1##kg##～5##0##kg级微纳卫星
发明	星载	functionOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
发明	电子技术	functionOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
卫星	星载	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
卫星	电子技术	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
星载	电子技术	relevant	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
微型卫星	综合	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
微型卫星	电子技术	similar	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
综合	电子技术	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
微型卫星	开放式	propertyOf	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
微型卫星	供配电系统	ofRestrict	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
开放式	供配电系统	ofProperty	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
测量	质量	functionOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
测量	特性	functionOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
测量	质量特性	functionOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
卫星	质量	propertyOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
卫星	特性	propertyOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
卫星	测试设备	ofRestrict	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
卫星	质量特性	propertyOf	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
质量	特性	relevant	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
质量	测试设备	ofProperty	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
质量	质量特性	relevant	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
特性	测试设备	ofProperty	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
特性	质量特性	relevant	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
测试设备	质量特性	ofProperty	一种微小卫星质量特性双向测试设备及方法，本发明涉及一种用于测量卫星质量特性的测试设备及使用该设备进行质量特性
微小卫星	pc##10##4堆栈	similar	一种适用于微小卫星pc##10##4堆栈的模块化结构，本发明涉及一种模块化结构，尤其适用于微小卫星pc##10##4堆栈
发明	星载	functionOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
发明	电子技术	functionOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
卫星	星载	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
卫星	电子技术	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
星载	电子技术	relevant	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
微型卫星	综合	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
微型卫星	电子技术	similar	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
综合	电子技术	propertyOf	模块化微型卫星平台综合电子系统，本发明涉及卫星星载电子技术领域，尤其涉及微型卫星综合电子技术，具体地，涉
搭载	发射	relevant	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
搭载	构型	functionOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
发射	构型	functionOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
微小卫星	构型	propertyOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
微型卫星	开放式	propertyOf	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
微型卫星	供配电系统	ofRestrict	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
开放式	供配电系统	ofProperty	微型卫星开放式供配电分系统，本发明涉及卫星供配电技术领域，具体涉及微型卫星开放式供配电系统，尤其涉
存储	传输	relevant	适用于微卫星平台与载荷信息一体化设计的数据维护方法，本发明涉及数据存储及传输技术领域，特别是一种适用于微卫星平台与载荷信息
微卫星平台	载荷信息	similar	适用于微卫星平台与载荷信息一体化设计的数据维护方法，本发明涉及数据存储及传输技术领域，特别是一种适用于微卫星平台与载荷信息
搭载	发射	relevant	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
搭载	构型	functionOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
发射	构型	functionOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
微小卫星	构型	propertyOf	八边形体装电池阵立柱式微小卫星构型，本发明涉及一种针对搭载发射的微小卫星的构型
卫星	供配电	ofRestrict	一种基于usb总线的微小卫星地面供配电测试设备，本实用新型属于卫星供配电技术领域，涉及一种微小卫星地面供配电测试设备
供配电	测试设备	relevant	一种基于usb总线的微小卫星地面供配电测试设备，本实用新型属于卫星供配电技术领域，涉及一种微小卫星地面供配电测试设备
航天器	结构	propertyOf	一种充气成型的抛物线形支撑结构，本发明涉及航天器结构技术领域，具体是一种充气成型的抛物线形支撑结构
